名称,类别,区域,板块,地址,房型,面积,总价,朝向
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/60.00㎡/南/1室1厅1卫/中楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,60,1500,南
整租·泰地金水湾 2室1厅 南,婺城区-湖海塘-泰地金水湾/85.00㎡/南/2室1厅1卫/低楼层（18层）,婺城区,湖海塘,泰地金水湾,2室1厅1卫,85,3400,南
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/48.00㎡/南/1室1厅1卫/中楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,48,1500,南
整租·金地·都会之光 3室2厅 南,金东区-金东区-金地·都会之光/89.00㎡/南/3室2厅1卫/高楼层（18层）,金东区,金东区,金地·都会之光,3室2厅1卫,89,2700,南
整租·安居苑(永康市) 3室2厅 南/北,永康市-永康市-安居苑(永康市)/136.00㎡/南北/3室2厅2卫/中楼层（7层）,永康市,永康市,安居苑(永康市),3室2厅2卫,136,3500,南北
整租·香桂院 3室2厅 南,婺城区-湖海塘-香桂院/125.00㎡/南/3室2厅2卫/中楼层（15层）,婺城区,湖海塘,香桂院,3室2厅2卫,125,3200,南
整租·鸿基彼岸住宅小区 3室2厅 南,婺城区-江北-鸿基彼岸住宅小区/89.00㎡/南/3室2厅1卫/低楼层（14层）,婺城区,江北,鸿基彼岸住宅小区,3室2厅1卫,89,2000,南
整租·金华市机关宿舍大院 3室2厅 南,婺城区-江北-金华市机关宿舍大院/100.00㎡/南/3室2厅1卫/中楼层（6层）,婺城区,江北,金华市机关宿舍大院,3室2厅1卫,100,2300,南
整租·陈宅佳苑 2室2厅 南,婺城区-江南-陈宅佳苑/78.00㎡/南/2室2厅1卫/中楼层（17层）,婺城区,江南,陈宅佳苑,2室2厅1卫,78,2800,南
整租·当代江南 1室1厅 南,婺城区-江南-当代江南/54.50㎡/南/1室1厅1卫/中楼层（15层）,婺城区,江南,当代江南,1室1厅1卫,54,1500,南
整租·新世纪花园 3室2厅 南,婺城区-江南-新世纪花园/143.00㎡/南/3室2厅2卫/高楼层（6层）,婺城区,江南,新世纪花园,3室2厅2卫,143,2800,南
整租·金御花园 2室1厅 西,婺城区-婺城新区-金御花园/63.30㎡/西/2室1厅1卫/高楼层（18层）,婺城区,婺城新区,金御花园,2室1厅1卫,63,1400,西
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/51.00㎡/南/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,51,1350,南
整租·江南悦府 3室2厅 南,婺城区-江南-江南悦府/144.00㎡/南/3室2厅2卫/中楼层（18层）,婺城区,江南,江南悦府,3室2厅2卫,144,5200,南
整租·东方国际财富双塔 1室1厅 南,婺城区-江北-东方国际财富双塔/50.00㎡/南/1室1厅1卫/中楼层（29层）,婺城区,江北,东方国际财富双塔,1室1厅1卫,50,1550,南
整租·下朱A区 1室1厅 西南,义乌市-江东-下朱A区/45.00㎡/西南/1室1厅1卫/中楼层（4层）,义乌市,江东,下朱A区,1室1厅1卫,45,2000,西南
整租·申华大厦 1室1厅 南,婺城区-江南-申华大厦/56.00㎡/南/1室1厅1卫/中楼层（30层）,婺城区,江南,申华大厦,1室1厅1卫,56,1400,南
整租·下王一区 1室0厅 东南/南,义乌市-江东-下王一区/35.00㎡/东南南/1室0厅1卫/中楼层（4层）,义乌市,江东,下王一区,1室0厅1卫,35,1480,东南南
整租·南苑小区 3室1厅 南/北,婺城区-江南-南苑小区/80.00㎡/南北/3室1厅1卫/高楼层（6层）,婺城区,江南,南苑小区,3室1厅1卫,80,1900,南北
整租·陈宅佳苑 2室1厅 南,婺城区-江南-陈宅佳苑/80.00㎡/南/2室1厅1卫/高楼层（17层）,婺城区,江南,陈宅佳苑,2室1厅1卫,80,2900,南
整租·永盛新阳光 1室1厅 南/北,婺城区-江南-永盛新阳光/42.00㎡/南北/1室1厅1卫/低楼层（17层）,婺城区,江南,永盛新阳光,1室1厅1卫,42,1500,南北
整租·蓝湾国际花园 3室2厅 南,婺城区-婺城新区-蓝湾国际花园/161.00㎡/南/3室2厅2卫/中楼层（9层）,婺城区,婺城新区,蓝湾国际花园,3室2厅2卫,161,3000,南
整租·金山豪庭 5室3厅 东南/南,金东区-金东区-金山豪庭/270.00㎡/东南南/5室3厅3卫/低楼层（4层）,金东区,金东区,金山豪庭,5室3厅3卫,270,2500,东南南
整租·常青新城 2室2厅 南,婺城区-婺城新区-常青新城/95.00㎡/南/2室2厅1卫/高楼层（7层）,婺城区,婺城新区,常青新城,2室2厅1卫,95,2000,南
整租·保集禹洲府 3室2厅 南,婺城区-湖海塘-保集禹洲府/108.00㎡/南/3室2厅2卫/中楼层（17层）,婺城区,湖海塘,保集禹洲府,3室2厅2卫,108,3800,南
整租·铂凯花园 3室1厅 南,金东区-金东区-铂凯花园/76.00㎡/南/3室1厅1卫/中楼层（11层）,金东区,金东区,铂凯花园,3室1厅1卫,76,2100,南
整租·新纪元香郡花园 3室2厅 南,婺城区-湖海塘-新纪元香郡花园/89.00㎡/南/3室2厅2卫/中楼层（11层）,婺城区,湖海塘,新纪元香郡花园,3室2厅2卫,89,3000,南
整租·紫薇国际广场 1室1厅 南,永康市-永康市-紫薇国际广场/40.00㎡/南/1室1厅1卫/中楼层（15层）,永康市,永康市,紫薇国际广场,1室1厅1卫,40,1400,南
整租·桂语听澜 4室2厅 南/北,永康市-永康市-桂语听澜/143.00㎡/南北/4室2厅2卫/高楼层（17层）,永康市,永康市,桂语听澜,4室2厅2卫,143,5000,南北
整租·莲塘三区 1室0厅 东南/南,义乌市-北苑-莲塘三区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,莲塘三区,1室0厅1卫,30,1200,东南南
整租·光明湖海城市花园 3室2厅 南,婺城区-湖海塘-光明湖海城市花园/89.00㎡/南/3室2厅1卫/中楼层（27层）,婺城区,湖海塘,光明湖海城市花园,3室2厅1卫,89,3000,南
整租·云都公寓 1室1厅 南,婺城区-江南-云都公寓/43.00㎡/南/1室1厅1卫/中楼层（11层）,婺城区,江南,云都公寓,1室1厅1卫,43,1380,南
整租·聚佳鑫湖畔 3室2厅 南/北,金东区-金东区-聚佳鑫湖畔/89.00㎡/南北/3室2厅1卫/低楼层（17层）,金东区,金东区,聚佳鑫湖畔,3室2厅1卫,89,2000,南北
整租·保利·天汇 4室2厅 南,婺城区-江北-保利·天汇/143.60㎡/南/4室2厅2卫/低楼层（16层）,婺城区,江北,保利·天汇,4室2厅2卫,143,5500,南
整租·永盛新阳光 1室1厅 南/北,婺城区-江南-永盛新阳光/28.00㎡/南北/1室1厅1卫/低楼层（17层）,婺城区,江南,永盛新阳光,1室1厅1卫,28,850,南北
整租·一品大厦 2室1厅 南,婺城区-江北-一品大厦/96.00㎡/南/2室1厅1卫/高楼层（29层）,婺城区,江北,一品大厦,2室1厅1卫,96,2300,南
整租·蝶景湾御江山 3室2厅 南/北,金东区-金东区-蝶景湾御江山/92.78㎡/南北/3室2厅1卫/高楼层（6层）,金东区,金东区,蝶景湾御江山,3室2厅1卫,92,1850,南北
整租·古井佳苑 3室2厅 南,金东区-金东区-古井佳苑/110.00㎡/南/3室2厅2卫/低楼层（22层）,金东区,金东区,古井佳苑,3室2厅2卫,110,3100,南
整租·兰桂院A区 2室2厅 南/北,婺城区-湖海塘-兰桂院A区/98.00㎡/南北/2室2厅1卫/中楼层（11层）,婺城区,湖海塘,兰桂院A区,2室2厅1卫,98,2700,南北
整租·云都公寓 1室1厅 南,婺城区-江南-云都公寓/43.00㎡/南/1室1厅1卫/高楼层（11层）,婺城区,江南,云都公寓,1室1厅1卫,43,1400,南
整租·银泰广场 1室1厅 南,婺城区-江南-银泰广场/46.00㎡/南/1室1厅1卫/中楼层（13层）,婺城区,江南,银泰广场,1室1厅1卫,46,1400,南
整租·海塘壹品 4室2厅 南,婺城区-湖海塘-海塘壹品/130.00㎡/南/4室2厅2卫/中楼层（18层）,婺城区,湖海塘,海塘壹品,4室2厅2卫,130,5400,南
整租·永康国宾府 3室2厅 南/北,永康市-永康市-永康国宾府/133.00㎡/南北/3室2厅2卫/低楼层（10层）,永康市,永康市,永康国宾府,3室2厅2卫,133,4500,南北
整租·金色海塘 2室1厅 南,婺城区-江南-金色海塘/99.00㎡/南/2室1厅1卫/中楼层（18层）,婺城区,江南,金色海塘,2室1厅1卫,99,2800,南
整租·一览亭10号 2室2厅 南,婺城区-江北-一览亭10号/82.00㎡/南/2室2厅1卫/中楼层（5层）,婺城区,江北,一览亭10号,2室2厅1卫,82,3000,南
整租·静听风语 3室2厅 南,婺城区-江北-静听风语/120.00㎡/南/3室2厅1卫/中楼层（9层）,婺城区,江北,静听风语,3室2厅1卫,120,3600,南
整租·苏桂院 1室1厅 南,婺城区-湖海塘-苏桂院/44.00㎡/南/1室1厅1卫/中楼层（14层）,婺城区,湖海塘,苏桂院,1室1厅1卫,44,1650,南
整租·长春八街 1室0厅 东南/南/北,义乌市-稠城-长春八街/35.00㎡/东南南北/1室0厅1卫/高楼层（5层）,义乌市,稠城,长春八街,1室0厅1卫,35,1700,东南南北
整租·春晗一区 1室0厅 东南/南/北,义乌市-北苑-春晗一区/35.00㎡/东南南北/1室0厅1卫/中楼层（6层）,义乌市,北苑,春晗一区,1室0厅1卫,35,1400,东南南北
整租·赵宅2街 1室0厅 东南/南,义乌市-稠城-赵宅2街/33.00㎡/东南南/1室0厅1卫/高楼层（8层）,义乌市,稠城,赵宅2街,1室0厅1卫,33,1880,东南南
整租·保集广场 1室0厅 南,婺城区-江南-保集广场/31.95㎡/南/1室0厅1卫/中楼层（16层）,婺城区,江南,保集广场,1室0厅1卫,31,1000,南
整租·西京大厦 1室1厅 南,婺城区-江南-西京大厦/46.00㎡/南/1室1厅1卫/高楼层（20层）,婺城区,江南,西京大厦,1室1厅1卫,46,1450,南
整租·滨江·金色蓝庭 3室2厅 南,婺城区-湖海塘-滨江·金色蓝庭/89.00㎡/南/3室2厅1卫/低楼层（18层）,婺城区,湖海塘,滨江·金色蓝庭,3室2厅1卫,89,2300,南
整租·嘉恒盛世天成 2室2厅 南/北,婺城区-江北-嘉恒盛世天成/105.00㎡/南北/2室2厅1卫/低楼层（23层）,婺城区,江北,嘉恒盛世天成,2室2厅1卫,105,3200,南北
整租·滨江·金色蓝庭 3室2厅 南,婺城区-湖海塘-滨江·金色蓝庭/89.00㎡/南/3室2厅1卫/中楼层（13层）,婺城区,湖海塘,滨江·金色蓝庭,3室2厅1卫,89,2800,南
整租·金华小码头 2室2厅 南,婺城区-江北-金华小码头/95.00㎡/南/2室2厅1卫/中楼层（7层）,婺城区,江北,金华小码头,2室2厅1卫,95,2300,南
整租·新都会 3室2厅 南/北,婺城区-江南-新都会/128.00㎡/南北/3室2厅2卫/高楼层（32层）,婺城区,江南,新都会,3室2厅2卫,128,3000,南北
整租·美的融信•君兰江山 3室2厅 南,金东区-多湖-美的融信•君兰江山/142.00㎡/南/3室2厅2卫/高楼层（16层）,金东区,多湖,美的融信•君兰江山,3室2厅2卫,142,4000,南
整租·星河印象 3室2厅 南,婺城区-江南-星河印象/126.00㎡/南/3室2厅2卫/中楼层（21层）,婺城区,江南,星河印象,3室2厅2卫,126,4000,南
整租·光明湖海城市花园 3室2厅 南,婺城区-湖海塘-光明湖海城市花园/89.00㎡/南/3室2厅1卫/高楼层（27层）,婺城区,湖海塘,光明湖海城市花园,3室2厅1卫,89,2600,南
整租·同顺雅阁 1室1厅 南,婺城区-江北-同顺雅阁/39.00㎡/南/1室1厅1卫/高楼层（15层）,婺城区,江北,同顺雅阁,1室1厅1卫,39,1100,南
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/43.00㎡/南/1室1厅1卫/低楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,43,1200,南
整租·保集禹洲府 3室2厅 南,婺城区-湖海塘-保集禹洲府/108.00㎡/南/3室2厅1卫/高楼层（17层）,婺城区,湖海塘,保集禹洲府,3室2厅1卫,108,3800,南
整租·昆仑大厦 1室1厅 北,婺城区-婺城新区-昆仑大厦/42.00㎡/北/1室1厅1卫/中楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,42,1300,北
整租·胜利街622号 2室2厅 南,婺城区-江北-胜利街622号/71.00㎡/南/2室2厅1卫/高楼层（5层）,婺城区,江北,胜利街622号,2室2厅1卫,71,1600,南
整租·保集广场 1室1厅 南,婺城区-江南-保集广场/32.00㎡/南/1室1厅1卫/低楼层（16层）,婺城区,江南,保集广场,1室1厅1卫,32,1300,南
整租·明月京华西区 2室1厅 南,婺城区-江北-明月京华西区/84.00㎡/南/2室1厅1卫/低楼层（6层）,婺城区,江北,明月京华西区,2室1厅1卫,84,2400,南
整租·金都美苑 3室2厅 南,金东区-金东区-金都美苑/110.00㎡/南/3室2厅2卫/低楼层（25层）,金东区,金东区,金都美苑,3室2厅2卫,110,3200,南
整租·华都大源 2室2厅 南,金东区-金东区-华都大源/85.00㎡/南/2室2厅1卫/中楼层（30层）,金东区,金东区,华都大源,2室2厅1卫,85,2600,南
整租·银海一区 1室0厅 东南/南,义乌市-稠城-银海一区/32.00㎡/东南南/1室0厅1卫/中楼层（4层）,义乌市,稠城,银海一区,1室0厅1卫,32,1780,东南南
整租·溪霞苑 3室2厅 南,金东区-金东区-溪霞苑/110.00㎡/南/3室2厅2卫/中楼层（19层）,金东区,金东区,溪霞苑,3室2厅2卫,110,3000,南
整租·诚信二区 1室1厅 东南/南,义乌市-稠城-诚信二区/35.00㎡/东南南/1室1厅1卫/中楼层（4层）,义乌市,稠城,诚信二区,1室1厅1卫,35,2000,东南南
整租·金桂院 2室1厅 南,婺城区-湖海塘-金桂院/96.00㎡/南/2室1厅1卫/中楼层（6层）,婺城区,湖海塘,金桂院,2室1厅1卫,96,2400,南
整租·阳光香榭 3室2厅 南,婺城区-婺城新区-阳光香榭/134.00㎡/南/3室2厅2卫/高楼层（6层）,婺城区,婺城新区,阳光香榭,3室2厅2卫,134,2900,南
整租·春晗二区 1室1厅 东南/南,义乌市-北苑-春晗二区/35.00㎡/东南南/1室1厅1卫/中楼层（5层）,义乌市,北苑,春晗二区,1室1厅1卫,35,1600,东南南
整租·拥军三区 1室0厅 东南/南,义乌市-北苑-拥军三区/30.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,北苑,拥军三区,1室0厅1卫,30,1440,东南南
整租·站前路155号 1室0厅 东南/南,义乌市-稠城-站前路155号/45.00㎡/东南南/1室0厅1卫/中楼层（8层）,义乌市,稠城,站前路155号,1室0厅1卫,45,2680,东南南
整租·铂凯花园 3室2厅 南/北,金东区-金东区-铂凯花园/86.00㎡/南北/3室2厅2卫/高楼层（11层）,金东区,金东区,铂凯花园,3室2厅2卫,86,2250,南北
整租·保利·天汇 3室2厅 南,婺城区-江北-保利·天汇/118.00㎡/南/3室2厅2卫/低楼层（18层）,婺城区,江北,保利·天汇,3室2厅2卫,118,4500,南
整租·当代华府 3室2厅 南,婺城区-江南-当代华府/128.00㎡/南/3室2厅2卫/低楼层（7层）,婺城区,江南,当代华府,3室2厅2卫,128,2500,南
整租·春天国际公寓 1室1厅 南,婺城区-江北-春天国际公寓/59.00㎡/南/1室1厅1卫/中楼层（31层）,婺城区,江北,春天国际公寓,1室1厅1卫,59,1500,南
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/60.00㎡/南/1室1厅1卫/中楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,60,1500,南
整租·保利·天汇 3室2厅 南/北,婺城区-江北-保利·天汇/107.00㎡/南北/3室2厅2卫/中楼层（18层）,婺城区,江北,保利·天汇,3室2厅2卫,107,4900,南北
整租·都市e站 2室1厅 南/北,婺城区-江南-都市e站/60.00㎡/南北/2室1厅1卫/高楼层（15层）,婺城区,江南,都市e站,2室1厅1卫,60,1800,南北
整租·婺江新村北区 3室2厅 南,婺城区-江南-婺江新村北区/120.00㎡/南/3室2厅2卫/中楼层（6层）,婺城区,江南,婺江新村北区,3室2厅2卫,120,2500,南
整租·婺江新村北区 3室2厅 南,婺城区-江南-婺江新村北区/124.00㎡/南/3室2厅2卫/中楼层（7层）,婺城区,江南,婺江新村北区,3室2厅2卫,124,2600,南
整租·保集外滩 3室2厅 南,金东区-金东区-保集外滩/89.00㎡/南/3室2厅1卫/高楼层（11层）,金东区,金东区,保集外滩,3室2厅1卫,89,3500,南
整租·银厦文化广场 1室1厅 南,婺城区-江北-银厦文化广场/41.00㎡/南/1室1厅1卫/高楼层（27层）,婺城区,江北,银厦文化广场,1室1厅1卫,41,1500,南
整租·华园小区 4室2厅 南,婺城区-江南-华园小区/180.00㎡/南/4室2厅2卫/中楼层（7层）,婺城区,江南,华园小区,4室2厅2卫,180,3000,南
整租·瑞祥绿洲 1室1厅 南,婺城区-江南-瑞祥绿洲/53.00㎡/南/1室1厅1卫/高楼层（10层）,婺城区,江南,瑞祥绿洲,1室1厅1卫,53,1800,南
整租·永盛新阳光 1室1厅 南,婺城区-江南-永盛新阳光/35.00㎡/南/1室1厅1卫/低楼层（17层）,婺城区,江南,永盛新阳光,1室1厅1卫,35,800,南
整租·银都花园(永康市) 2室1厅 南/北,永康市-永康市-银都花园(永康市)/102.00㎡/南北/2室1厅2卫/中楼层（12层）,永康市,永康市,银都花园(永康市),2室1厅2卫,102,3500,南北
整租·泰地国际名座 1室1厅 南,婺城区-江南-泰地国际名座/60.00㎡/南/1室1厅1卫/低楼层（28层）,婺城区,江南,泰地国际名座,1室1厅1卫,60,1900,南
整租·万固广场 1室1厅 西,婺城区-江北-万固广场/59.00㎡/西/1室1厅1卫/中楼层（15层）,婺城区,江北,万固广场,1室1厅1卫,59,3000,西
整租·东方前城 1室1厅 南,婺城区-江北-东方前城/47.00㎡/南/1室1厅1卫/中楼层（14层）,婺城区,江北,东方前城,1室1厅1卫,47,1300,南
整租·金华万达广场SOHO 1室0厅 南,金东区-金东区-金华万达广场SOHO/33.00㎡/南/1室0厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室0厅1卫,33,1300,南
整租·一品大厦 4室2厅 南,婺城区-江北-一品大厦/163.00㎡/南/4室2厅2卫/中楼层（29层）,婺城区,江北,一品大厦,4室2厅2卫,163,5300,南
整租·东晖苑 1室0厅 南,永康市-永康市-东晖苑/43.00㎡/南/1室0厅1卫/低楼层（22层）,永康市,永康市,东晖苑,1室0厅1卫,43,1500,南
整租·壹号公馆 2室2厅 南/北,婺城区-江南-壹号公馆/87.00㎡/南北/2室2厅1卫/低楼层（13层）,婺城区,江南,壹号公馆,2室2厅1卫,87,2500,南北
整租·广润翰城 2室2厅 南,金东区-金东区-广润翰城/95.00㎡/南/2室2厅1卫/中楼层（6层）,金东区,金东区,广润翰城,2室2厅1卫,95,2200,南
整租·银泰展望商住楼 3室2厅 南,婺城区-江南-银泰展望商住楼/127.00㎡/南/3室2厅2卫/高楼层（6层）,婺城区,江南,银泰展望商住楼,3室2厅2卫,127,2000,南
整租·假日城市花园 2室1厅 南,婺城区-江南-假日城市花园/105.00㎡/南/2室1厅1卫/中楼层（6层）,婺城区,江南,假日城市花园,2室1厅1卫,105,2200,南
